epoch,acc,loss,val_acc,val_loss
0,0.9966276090457045,0.010890749294279354,0.9934640522875817,0.010352951724931711
1,0.9966417872659328,0.010769695637394331,0.9967320261437909,0.008968077967108884
2,0.9968017986085089,0.010620177573036033,0.9934640522875817,0.014296587329185841
3,0.9968058495285742,0.010557686524882967,0.9934640522875817,0.02005628461173159
4,0.9969233262104655,0.010150484746493962,0.9934640522875817,0.020089210676494874
5,0.9970691593328135,0.009888294484199204,0.9934640522875817,0.016664539144516283
6,0.99705093019252,0.009792818543256941,0.9967320261437909,0.008655319049059548
7,0.9970549811125852,0.009566564036428136,0.9934640522875817,0.019510624321280073
8,0.997310189076694,0.009403840142542122,0.9967320261437909,0.008425513602975752
9,0.9973263927569549,0.009383388619993915,0.9934640522875817,0.01606004047843626
10,0.9972433488956179,0.009251331076523947,0.9934640522875817,0.01057801192215765
11,0.9972372725155201,0.009244143976918062,0.9934640522875817,0.009077039508760404
12,0.9972960108564658,0.009066438776325916,0.9934640522875817,0.01515906652082396
13,0.9973588001174767,0.009010979213422391,0.9967320261437909,0.0072475722336086
14,0.9973608255775093,0.008871905846672478,0.9967320261437909,0.01170494546502988
15,0.9973304436770202,0.009106127223424677,0.9934640522875817,0.007732646691008538
16,0.9973810801778354,0.00896683374273865,0.9934640522875817,0.01446425505814124
17,0.9973061381566288,0.009290085435607276,0.9967320261437909,0.009615227458159521
18,0.9972858835563028,0.009325479017028243,0.9934640522875817,0.01080809622670238
19,0.9971967633148678,0.009332450781927949,0.9934640522875817,0.011404014735764792
20,0.9972008142349331,0.009330893300026205,0.9967320261437909,0.006340611987690246
21,0.9972352470554875,0.00931120379559408,0.9934640522875817,0.009894225319034675
22,0.9972392979755527,0.009296742909943386,0.9967320261437909,0.00684919170993704
23,0.9973101890775391,0.009200350606032566,0.9967320261437909,0.005511324426511577
24,0.9972696798760419,0.009211347427196192,0.9967320261437909,0.0064633379769700565
25,0.9972656289559766,0.009117069352557294,0.9967320261437909,0.008716693721376016
26,0.9971846105546722,0.009106544720326548,0.9967320261437909,0.005158185599950682
27,0.9973020872374087,0.009192344728786826,0.9967320261437909,0.008511171521069368
28,0.9972858835563028,0.009175470657933055,0.9934640522875817,0.018832809568852468
29,0.9972980363164984,0.008963063871372075,0.9967320261437909,0.009090220201952102
30,0.9972494252757157,0.009372798868842394,0.9967320261437909,0.007247493816638811
31,0.9971744832545092,0.009187484214371414,0.9967320261437909,0.009477914340467073
32,0.9972190433752266,0.009061124726812203,0.9967320261437909,0.008078974627625619
33,0.9972413234364303,0.009155785789178885,0.9934640522875817,0.010628190468409477
34,0.99727980717705,0.009099724771221925,0.9934640522875817,0.012943350741940782
35,0.9973162654567919,0.009036023461901731,0.9967320261437909,0.006869525952999813
36,0.9972028396949657,0.009435666875251318,0.9934640522875817,0.011172498400960771
37,0.9972879090171805,0.009365640806546557,0.9967320261437909,0.009908897667216459
38,0.997466149499205,0.008880302678991765,0.9967320261437909,0.004315853856711383
39,0.9973324691370528,0.009072681652837995,0.9967320261437909,0.008382951904622044
40,0.9972757562561396,0.008991795421859402,0.9967320261437909,0.007207542934247864
41,0.9972818326362375,0.00919365667635339,0.9967320261437909,0.007242449296962317
42,0.997273730796107,0.00907197920367542,0.9967320261437909,0.006763034915615625
43,0.9973709528776723,0.008738934836277135,0.9967320261437909,0.0047982393019177895
44,0.9974438694388463,0.00870989339712302,0.9967320261437909,0.006771578509071043
45,0.997472225880148,0.008800752473225208,0.9967320261437909,0.011765053509883355
46,0.9974175384584224,0.008854863700291728,0.9967320261437909,0.003036562165628003
47,0.9974215893784876,0.008872712866460866,1.0,0.0005189522959637102
48,0.9974742513393354,0.008504040429664399,1.0,0.0017615926134681382
49,0.9975269133001833,0.008543964454702636,1.0,0.0009664378427427555
